Anchor;A;B;Annotator00;Annotator04;Annotator02;Annotator05;Annotator06;Annotator08;Annotator07;Annotator10;Annotator01;Annotator09;Annotator03
Information Theory;Sound;Software Engineering;['A'];;;['0'];['0'];;['0'];;['B'];;
Information Theory;Systems and Control;Artificial Intelligence;['B'];['A'];['A'];;;;;;['B'];;['0']
Information Theory;Systems and Control;Information Retrieval;['B'];;;;;['B'];;['A'];['B'];['0'];
Information Theory;Systems and Control;Mathematical Software;['B'];['A'];['B'];;;;;;['0'];;['0']
Information Theory;Systems and Control;Numerical Analysis;['A'];;;;;['0'];;['A'];['A'];['0'];
Logic in Computer Science;Computation and Language;Formal Languages and Automata Theory;['B'];;;['0'];['B'];;['B'];;['B'];;
Logic in Computer Science;Computation and Language;Numerical Analysis;['A'];['A'];['A'];;;;;;['A'];;['0']
Logic in Computer Science;Computation and Language;Systems and Control;['A'];;;;;['B'];;['A'];['B'];['A'];
Logic in Computer Science;Computational Complexity;Information Retrieval;['B'];['B'];['A'];;;;;;['A'];;['0']
Logic in Computer Science;Computational Complexity;Networking and Internet Architecture;['A'];;;['A'];['A'];;['0'];;['B'];;
Logic in Computer Science;Computer Science and Game Theory;Networking and Internet Architecture;['0'];['A'];['A'];;;;;;['A'];;['0']
Logic in Computer Science;Computer Science and Game Theory;Numerical Analysis;['B'];;;;;['0'];;['0'];['A'];['0'];
Logic in Computer Science;Cryptography and Security;Computational Complexity;['B'];;;['B'];['B'];;['0'];;['A'];;
Logic in Computer Science;Cryptography and Security;Computer Science and Game Theory;['0'];;;;;['B'];;['0'];['A'];['0'];
Logic in Computer Science;Cryptography and Security;Information Retrieval;['B'];;;;;['A'];;['0'];['A'];['0'];
Logic in Computer Science;Cryptography and Security;Mathematical Software;['0'];['A'];['B'];;;;;;['A'];;['0']
Logic in Computer Science;Databases;Artificial Intelligence;['B'];['0'];['B'];;;;;;['B'];;['B']
Logic in Computer Science;Databases;Computation and Language;['B'];;;['B'];['B'];;['0'];;['B'];;
Logic in Computer Science;Databases;Information Theory;['B'];['B'];['B'];;;;;;['B'];;['B']
Logic in Computer Science;Databases;Machine Learning;['0'];;;;;['A'];;['B'];['0'];['0'];
Logic in Computer Science;Databases;Mathematical Software;['0'];['0'];['B'];;;;;;['B'];;['0']
Logic in Computer Science;Databases;Operating Systems;['0'];;;['0'];['0'];;['0'];;['0'];;
Logic in Computer Science;Databases;Programming Languages;['B'];['B'];['B'];;;;;;['B'];;['0']
Logic in Computer Science;Databases;Software Engineering;['0'];['B'];['B'];;;;;;['0'];;['0']
Logic in Computer Science;Digital Libraries;Computation and Language;['B'];['B'];['B'];;;;;;['B'];;['0']
Logic in Computer Science;Digital Libraries;Computer Science and Game Theory;['0'];['B'];['B'];;;;;;['B'];;['0']
Logic in Computer Science;Digital Libraries;Discrete Mathematics;['B'];;;['B'];['B'];;['0'];;['B'];;
Logic in Computer Science;Digital Libraries;Information Retrieval;['B'];;;;;['B'];;['B'];['0'];['0'];
Logic in Computer Science;Digital Libraries;Operating Systems;['0'];['B'];['B'];;;;;;['B'];;['0']
Logic in Computer Science;Digital Libraries;Symbolic Computation;['B'];['B'];['B'];;;;;;['B'];;['B']
Logic in Computer Science;Discrete Mathematics;Computational Complexity;['A'];;;['B'];['B'];;['0'];;['B'];;
Logic in Computer Science;Discrete Mathematics;Computational Geometry;['A'];;;;;['A'];;['0'];['A'];['0'];
Logic in Computer Science;Discrete Mathematics;Computer Science and Game Theory;['A'];;;;;['B'];;['0'];['A'];['0'];
Logic in Computer Science;Discrete Mathematics;Computer Vision and Pattern Recognition;['B'];['0'];['A'];;;;;;['A'];;['0']
Logic in Computer Science;Discrete Mathematics;Human-Computer Interaction;['A'];;;['A'];['0'];;['0'];;['A'];;
Logic in Computer Science;Discrete Mathematics;Information Retrieval;['B'];['0'];['A'];;;;;;['A'];;['0']
Logic in Computer Science;Distributed, Parallel, and Cluster Computing;Computation and Language;['B'];;;['B'];['B'];;['0'];;['B'];;
Logic in Computer Science;Distributed, Parallel, and Cluster Computing;Computer Vision and Pattern Recognition;['B'];;;;;['0'];;['B'];['0'];['B'];
Logic in Computer Science;Distributed, Parallel, and Cluster Computing;Systems and Control;['0'];;;['0'];['0'];;['0'];;['0'];;
Logic in Computer Science;Formal Languages and Automata Theory;Numerical Analysis;['A'];;;['A'];['A'];;['0'];;['A'];;
Logic in Computer Science;Formal Languages and Automata Theory;Symbolic Computation;['A'];;;;;['A'];;['A'];['B'];['B'];
Logic in Computer Science;Formal Languages and Automata Theory;Systems and Control;['A'];;;;;['A'];;['A'];['A'];['0'];
Logic in Computer Science;Graphics;Artificial Intelligence;['B'];;;['B'];['B'];;['B'];;['B'];;
Logic in Computer Science;Graphics;Mathematical Software;['B'];;;;;['B'];;['0'];['0'];['B'];
Logic in Computer Science;Graphics;Networking and Internet Architecture;['0'];['0'];['B'];;;;;;['B'];;['0']
Logic in Computer Science;Hardware Architecture;Computational Complexity;['A'];['B'];['B'];;;;;;['B'];;['0']
Logic in Computer Science;Hardware Architecture;Graphics;['A'];;;['0'];['0'];;['0'];;['0'];;
Logic in Computer Science;Hardware Architecture;Operating Systems;['A'];['B'];['B'];;;;;;['A'];;['0']
Logic in Computer Science;Hardware Architecture;Robotics;['A'];['0'];['B'];;;;;;['A'];;['0']
Logic in Computer Science;Hardware Architecture;Sound;['A'];;;['0'];['0'];;['0'];;['0'];;
Logic in Computer Science;Hardware Architecture;Symbolic Computation;['B'];['B'];['B'];;;;;;['A'];;['B']
Logic in Computer Science;Human-Computer Interaction;Artificial Intelligence;['B'];['0'];['B'];;;;;;['B'];;['0']
Logic in Computer Science;Human-Computer Interaction;Computation and Language;['B'];['B'];['B'];;;;;;['B'];;['0']
Logic in Computer Science;Human-Computer Interaction;Machine Learning;['B'];['0'];['B'];;;;;;['B'];;['0']
Logic in Computer Science;Human-Computer Interaction;Robotics;['0'];['B'];['B'];;;;;;['B'];;['0']
Logic in Computer Science;Human-Computer Interaction;Systems and Control;['0'];;;['0'];['0'];;['0'];;['0'];;
Logic in Computer Science;Information Theory;Computational Complexity;['A'];;;;;['A'];;['A'];['A'];['B'];
Logic in Computer Science;Information Theory;Information Retrieval;['A'];;;['A'];['0'];;['0'];;['A'];;
Logic in Computer Science;Machine Learning;Computer Vision and Pattern Recognition;['B'];['0'];['A'];;;;;;['A'];;['0']
Logic in Computer Science;Machine Learning;Mathematical Software;['B'];;;;;['B'];;['A'];['0'];['B'];
Logic in Computer Science;Machine Learning;Multimedia;['0'];;;;;['A'];;['A'];['0'];['B'];
Logic in Computer Science;Machine Learning;Symbolic Computation;['B'];;;['A'];['A'];;['A'];;['A'];;
Logic in Computer Science;Mathematical Software;Information Retrieval;['B'];['0'];['A'];;;;;;['B'];;['0']
Logic in Computer Science;Mathematical Software;Networking and Internet Architecture;['0'];['0'];['A'];;;;;;['B'];;['0']
Logic in Computer Science;Multiagent Systems;Computational Complexity;['B'];;;;;['0'];;['0'];['0'];['A'];
Logic in Computer Science;Multiagent Systems;Distributed, Parallel, and Cluster Computing;['A'];;;;;['0'];;['0'];['B'];['B'];
Logic in Computer Science;Multiagent Systems;Human-Computer Interaction;['A'];;;;;['0'];;['B'];['0'];['B'];
Logic in Computer Science;Multiagent Systems;Information Theory;['A'];;;;;['B'];;['B'];['B'];['A'];
Logic in Computer Science;Multiagent Systems;Mathematical Software;['A'];['0'];['B'];;;;;;['B'];;['0']
Logic in Computer Science;Multimedia;Computer Science and Game Theory;['0'];;;;;['B'];;['0'];['B'];['A'];
Logic in Computer Science;Multimedia;Graphics;['0'];['0'];['A'];;;;;;['B'];;['0']
Logic in Computer Science;Multimedia;Information Retrieval;['0'];;;['0'];['B'];;['0'];;['0'];;
Logic in Computer Science;Numerical Analysis;Symbolic Computation;['B'];;;['B'];['B'];;['B'];;['B'];;
Logic in Computer Science;Operating Systems;Computation and Language;['B'];;;;;['B'];;['B'];['B'];['B'];
Logic in Computer Science;Operating Systems;Computational Complexity;['B'];;;['0'];['B'];;['0'];;['B'];;
Logic in Computer Science;Operating Systems;Information Theory;['B'];['A'];['A'];;;;;;['B'];;['B']
Logic in Computer Science;Operating Systems;Multimedia;['0'];;;;;['0'];;['0'];['0'];['B'];
Logic in Computer Science;Programming Languages;Computation and Language;['A'];;;;;['A'];;['B'];['B'];['B'];
Logic in Computer Science;Programming Languages;Computer Vision and Pattern Recognition;['A'];;;;;['A'];;['A'];['0'];['B'];
Logic in Computer Science;Programming Languages;Human-Computer Interaction;['A'];;;;;['A'];;['A'];['0'];['B'];
Logic in Computer Science;Programming Languages;Robotics;['A'];['A'];['A'];;;;;;['A'];;['0']
Logic in Computer Science;Programming Languages;Systems and Control;['A'];;;['A'];['0'];;['0'];;['A'];;
Logic in Computer Science;Robotics;Mathematical Software;['A'];;;;;['B'];;['A'];['A'];['A'];
Logic in Computer Science;Robotics;Multimedia;['0'];['A'];['A'];;;;;;['A'];;['0']
Logic in Computer Science;Robotics;Numerical Analysis;['0'];['A'];['B'];;;;;;['A'];;['0']
Logic in Computer Science;Robotics;Operating Systems;['0'];;;['A'];['0'];;['0'];;['B'];;
Logic in Computer Science;Software Engineering;Cryptography and Security;['0'];;;['B'];['0'];;['0'];;['B'];;
Logic in Computer Science;Software Engineering;Information Theory;['B'];['A'];['B'];;;;;;['B'];;['B']
Logic in Computer Science;Software Engineering;Numerical Analysis;['0'];['A'];['B'];;;;;;['A'];;['0']
Logic in Computer Science;Systems and Control;Information Retrieval;['B'];['A'];['B'];;;;;;['B'];;['0']
Logic in Computer Science;Systems and Control;Mathematical Software;['0'];;;;;['B'];;['0'];['A'];['0'];
Machine Learning;Computation and Language;Multimedia;['B'];;;['A'];['A'];;['A'];;['B'];;
Machine Learning;Computational Complexity;Computer Science and Game Theory;['B'];;;['B'];['0'];;['0'];;['A'];;
Machine Learning;Computational Geometry;Computational Complexity;['B'];;;['0'];['0'];;['0'];;['B'];;
Machine Learning;Computational Geometry;Cryptography and Security;['B'];['0'];['A'];;;;;;['B'];;['0']
Machine Learning;Computational Geometry;Graphics;['A'];['0'];['A'];;;;;;['A'];;['0']
Machine Learning;Computational Geometry;Logic in Computer Science;['B'];;;['B'];['0'];;['B'];;['A'];;
Machine Learning;Computational Geometry;Mathematical Software;['A'];['0'];['A'];;;;;;['A'];;['0']
Machine Learning;Computational Geometry;Multimedia;['A'];['0'];['A'];;;;;;['B'];;['B']
Machine Learning;Computer Science and Game Theory;Information Retrieval;['B'];['B'];['B'];;;;;;['B'];;['B']
Machine Learning;Computer Science and Game Theory;Networking and Internet Architecture;['0'];;;;;['0'];;['A'];['A'];['A'];
Machine Learning;Computer Vision and Pattern Recognition;Computational Complexity;['A'];['A'];['A'];;;;;;['A'];;['0']
Machine Learning;Computer Vision and Pattern Recognition;Numerical Analysis;['A'];;;['A'];['A'];;['A'];;['B'];;
Machine Learning;Cryptography and Security;Computational Complexity;['B'];;;;;['A'];;['0'];['B'];['B'];
Machine Learning;Cryptography and Security;Networking and Internet Architecture;['0'];;;;;['A'];;['0'];['0'];['A'];
Machine Learning;Cryptography and Security;Systems and Control;['0'];;;;;['A'];;['0'];['A'];['A'];
Machine Learning;Databases;Cryptography and Security;['B'];['A'];['B'];;;;;;['B'];;['0']
Machine Learning;Databases;Digital Libraries;['0'];;;['0'];['0'];;['0'];;['A'];;
Machine Learning;Databases;Formal Languages and Automata Theory;['B'];['A'];['B'];;;;;;['B'];;['0']
Machine Learning;Databases;Graphics;['0'];;;['0'];['0'];;['0'];;['A'];;
Machine Learning;Databases;Information Retrieval;['B'];;;['B'];['B'];;['0'];;['B'];;
Machine Learning;Databases;Networking and Internet Architecture;['B'];;;['0'];['0'];;['0'];;['B'];;
Machine Learning;Databases;Numerical Analysis;['A'];;;['0'];['0'];;['0'];;['B'];;
Machine Learning;Databases;Programming Languages;['0'];;;['0'];['0'];;['0'];;['A'];;
Machine Learning;Databases;Robotics;['B'];;;;;['B'];;['0'];['B'];['B'];
Machine Learning;Databases;Software Engineering;['0'];;;['0'];['0'];;['0'];;['B'];;
Machine Learning;Digital Libraries;Computation and Language;['B'];['B'];['B'];;;;;;['B'];;['B']
Machine Learning;Digital Libraries;Computer Vision and Pattern Recognition;['A'];;;['B'];['B'];;['B'];;['A'];;
Machine Learning;Digital Libraries;Information Retrieval;['B'];;;['B'];['B'];;['0'];;['B'];;
Machine Learning;Digital Libraries;Logic in Computer Science;['B'];;;;;['B'];;['B'];['A'];['A'];
Machine Learning;Digital Libraries;Multimedia;['B'];['0'];['B'];;;;;;['A'];;['B']
Machine Learning;Digital Libraries;Operating Systems;['0'];;;['0'];['0'];;['0'];;['B'];;
Machine Learning;Digital Libraries;Systems and Control;['B'];;;;;['B'];;['0'];['0'];['A'];
Machine Learning;Discrete Mathematics;Artificial Intelligence;['B'];['B'];['B'];;;;;;['B'];;['B']
Machine Learning;Discrete Mathematics;Computation and Language;['B'];;;;;['B'];;['B'];['B'];['B'];
Machine Learning;Discrete Mathematics;Distributed, Parallel, and Cluster Computing;['B'];;;['A'];['A'];;['0'];;['A'];;
Machine Learning;Discrete Mathematics;Human-Computer Interaction;['B'];;;['A'];['B'];;['0'];;['0'];;
Machine Learning;Discrete Mathematics;Numerical Analysis;['A'];['A'];['0'];;;;;;['0'];;['0']
Machine Learning;Discrete Mathematics;Operating Systems;['A'];;;;;['A'];;['0'];['B'];['0'];
Machine Learning;Discrete Mathematics;Programming Languages;['A'];['A'];['A'];;;;;;['B'];;['0']
Machine Learning;Discrete Mathematics;Symbolic Computation;['A'];;;;;['A'];;['B'];['B'];['B'];
Machine Learning;Distributed, Parallel, and Cluster Computing;Artificial Intelligence;['B'];['B'];['B'];;;;;;['B'];;['B']
Machine Learning;Distributed, Parallel, and Cluster Computing;Computational Complexity;['B'];;;['0'];['0'];;['0'];;['B'];;
Machine Learning;Distributed, Parallel, and Cluster Computing;Information Retrieval;['B'];;;['B'];['B'];;['0'];;['B'];;
Machine Learning;Distributed, Parallel, and Cluster Computing;Mathematical Software;['B'];['0'];['A'];;;;;;['A'];;['0']
Machine Learning;Distributed, Parallel, and Cluster Computing;Multimedia;['A'];['0'];['A'];;;;;;['B'];;['B']
Machine Learning;Distributed, Parallel, and Cluster Computing;Robotics;['A'];;;;;['A'];;['0'];['A'];['A'];
Machine Learning;Distributed, Parallel, and Cluster Computing;Symbolic Computation;['B'];['0'];['B'];;;;;;['B'];;['0']
Machine Learning;Formal Languages and Automata Theory;Artificial Intelligence;['B'];['B'];['B'];;;;;;['B'];;['B']
Machine Learning;Formal Languages and Automata Theory;Graphics;['0'];['0'];['A'];;;;;;['A'];;['0']
Machine Learning;Formal Languages and Automata Theory;Logic in Computer Science;['0'];;;;;['A'];;['B'];['0'];['B'];
Machine Learning;Formal Languages and Automata Theory;Networking and Internet Architecture;['0'];;;['0'];['0'];;['0'];;['B'];;
Machine Learning;Graphics;Artificial Intelligence;['A'];;;;;['B'];;['B'];['A'];['B'];
Machine Learning;Graphics;Computer Vision and Pattern Recognition;['A'];['B'];['B'];;;;;;['A'];;['B']
Machine Learning;Graphics;Mathematical Software;['B'];;;;;['B'];;['0'];['A'];['A'];
Machine Learning;Graphics;Networking and Internet Architecture;['0'];;;['0'];['0'];;['0'];;['B'];;
Machine Learning;Graphics;Symbolic Computation;['A'];;;;;['B'];;['B'];['B'];['A'];
Machine Learning;Hardware Architecture;Computation and Language;['B'];;;['B'];['B'];;['B'];;['B'];;
Machine Learning;Hardware Architecture;Computational Geometry;['A'];;;['B'];['0'];;['0'];;['A'];;
Machine Learning;Hardware Architecture;Computer Vision and Pattern Recognition;['A'];;;['B'];['B'];;['B'];;['A'];;
Machine Learning;Hardware Architecture;Formal Languages and Automata Theory;['0'];;;;;['B'];;['0'];['B'];['B'];
Machine Learning;Hardware Architecture;Numerical Analysis;['A'];['0'];['B'];;;;;;['0'];;['0']
Machine Learning;Hardware Architecture;Operating Systems;['0'];;;['0'];['0'];;['0'];;['0'];;
Machine Learning;Hardware Architecture;Robotics;['A'];;;;;['B'];;['0'];['A'];['B'];
Machine Learning;Hardware Architecture;Symbolic Computation;['B'];;;['B'];['0'];;['B'];;['B'];;
Machine Learning;Human-Computer Interaction;Computer Science and Game Theory;['0'];['B'];['B'];;;;;;['B'];;['0']
Machine Learning;Human-Computer Interaction;Formal Languages and Automata Theory;['B'];['B'];['B'];;;;;;['B'];;['B']
Machine Learning;Human-Computer Interaction;Logic in Computer Science;['A'];['0'];['B'];;;;;;['A'];;['0']
Machine Learning;Human-Computer Interaction;Sound;['0'];;;['0'];['A'];;['0'];;['0'];;
Machine Learning;Information Retrieval;Artificial Intelligence;['A'];;;;;['B'];;['B'];['A'];['B'];
Machine Learning;Information Retrieval;Networking and Internet Architecture;['B'];;;['A'];['A'];;['0'];;['B'];;
Machine Learning;Information Retrieval;Symbolic Computation;['B'];;;;;['B'];;['B'];['B'];['A'];
Machine Learning;Information Theory;Artificial Intelligence;['B'];['B'];['B'];;;;;;['B'];;['B']
Machine Learning;Information Theory;Computational Complexity;['B'];['B'];['B'];;;;;;['B'];;['B']
Machine Learning;Information Theory;Computer Science and Game Theory;['A'];;;;;['B'];;['B'];['A'];['B'];
Machine Learning;Logic in Computer Science;Networking and Internet Architecture;['A'];;;['A'];['B'];;['A'];;['A'];;
Machine Learning;Logic in Computer Science;Systems and Control;['A'];;;['A'];['B'];;['A'];;['A'];;
Machine Learning;Mathematical Software;Computational Complexity;['A'];;;['B'];['0'];;['0'];;['A'];;
Machine Learning;Mathematical Software;Information Retrieval;['B'];;;['B'];['B'];;['0'];;['B'];;
Machine Learning;Mathematical Software;Numerical Analysis;['A'];;;;;['A'];;['0'];['0'];['B'];
Machine Learning;Multiagent Systems;Artificial Intelligence;['A'];['B'];['B'];;;;;;['A'];;['B']
Machine Learning;Multiagent Systems;Computational Geometry;['B'];;;['A'];['0'];;['0'];;['B'];;
Machine Learning;Multiagent Systems;Human-Computer Interaction;['B'];['B'];['A'];;;;;;['B'];;['0']
Machine Learning;Multiagent Systems;Information Retrieval;['0'];['B'];['A'];;;;;;['B'];;['B']
Machine Learning;Multiagent Systems;Operating Systems;['A'];;;;;['A'];;['0'];['A'];['A'];
Machine Learning;Multiagent Systems;Systems and Control;['B'];['0'];['A'];;;;;;['B'];;['0']
Machine Learning;Multimedia;Cryptography and Security;['0'];;;;;['B'];;['0'];['A'];['A'];
Machine Learning;Numerical Analysis;Networking and Internet Architecture;['A'];;;;;['A'];;['0'];['0'];['A'];
Machine Learning;Operating Systems;Computational Complexity;['A'];;;;;['B'];;['0'];['B'];['B'];
Machine Learning;Operating Systems;Mathematical Software;['A'];;;;;['B'];;['0'];['B'];['0'];
Machine Learning;Operating Systems;Symbolic Computation;['A'];['0'];['A'];;;;;;['A'];;['0']
Machine Learning;Programming Languages;Computational Complexity;['B'];;;;;['B'];;['A'];['A'];['B'];
Machine Learning;Programming Languages;Formal Languages and Automata Theory;['0'];;;['0'];['0'];;['0'];;['A'];;
Machine Learning;Programming Languages;Graphics;['0'];['0'];['B'];;;;;;['A'];;['0']
Machine Learning;Programming Languages;Networking and Internet Architecture;['0'];;;;;['0'];;['A'];['B'];['0'];
Machine Learning;Programming Languages;Software Engineering;['0'];;;;;['0'];;['A'];['B'];['0'];
Machine Learning;Robotics;Computation and Language;['B'];['B'];['A'];;;;;;['B'];;['B']
Machine Learning;Robotics;Mathematical Software;['A'];['A'];['A'];;;;;;['A'];;['0']
Machine Learning;Software Engineering;Computational Complexity;['B'];['B'];['B'];;;;;;['B'];;['0']
Machine Learning;Software Engineering;Cryptography and Security;['0'];;;;;['B'];;['0'];['A'];['B'];
Machine Learning;Software Engineering;Information Retrieval;['B'];;;['B'];['B'];;['0'];;['B'];;
Machine Learning;Software Engineering;Numerical Analysis;['A'];['0'];['B'];;;;;;['B'];;['0']
Machine Learning;Sound;Artificial Intelligence;['B'];['B'];['B'];;;;;;['B'];;['B']
Machine Learning;Sound;Computer Science and Game Theory;['0'];['B'];['B'];;;;;;['A'];;['0']
Machine Learning;Sound;Cryptography and Security;['0'];;;;;['B'];;['0'];['A'];['A'];
Machine Learning;Sound;Numerical Analysis;['A'];;;['0'];['0'];;['0'];;['0'];;
Machine Learning;Systems and Control;Computational Complexity;['B'];;;;;['B'];;['0'];['B'];['B'];
Machine Learning;Systems and Control;Numerical Analysis;['A'];;;['0'];['0'];;['0'];;['B'];;
Mathematical Software;Artificial Intelligence;Symbolic Computation;['B'];;;['B'];['B'];;['0'];;['B'];;
Mathematical Software;Computational Complexity;Computer Science and Game Theory;['A'];;;['A'];['A'];;['0'];;['B'];;
Mathematical Software;Computational Geometry;Artificial Intelligence;['A'];['0'];['A'];;;;;;['A'];;['A']
Mathematical Software;Computational Geometry;Computer Science and Game Theory;['A'];;;['A'];['A'];;['0'];;['A'];;
Mathematical Software;Computer Science and Game Theory;Artificial Intelligence;['B'];['A'];['B'];;;;;;['B'];;['0']
Mathematical Software;Computer Science and Game Theory;Symbolic Computation;['B'];;;['B'];['B'];;['0'];;['B'];;
Mathematical Software;Computer Vision and Pattern Recognition;Information Retrieval;['A'];;;;;['A'];;['0'];['0'];['0'];
Mathematical Software;Cryptography and Security;Artificial Intelligence;['B'];['A'];['B'];;;;;;['A'];;['0']
Mathematical Software;Cryptography and Security;Computer Science and Game Theory;['A'];;;['0'];['0'];;['0'];;['A'];;
Mathematical Software;Databases;Computational Geometry;['B'];['0'];['B'];;;;;;['B'];;['B']
Mathematical Software;Databases;Computer Science and Game Theory;['0'];['B'];['B'];;;;;;['B'];;['0']
Mathematical Software;Databases;Discrete Mathematics;['B'];;;['B'];['B'];;['B'];;['B'];;
Mathematical Software;Databases;Human-Computer Interaction;['0'];['0'];['B'];;;;;;['0'];;['0']
Mathematical Software;Databases;Information Retrieval;['0'];;;;;['A'];;['A'];['0'];['0'];
Mathematical Software;Databases;Multimedia;['0'];;;['0'];['0'];;['0'];;['0'];;
Mathematical Software;Digital Libraries;Computational Geometry;['B'];;;['B'];['B'];;['0'];;['B'];;
Mathematical Software;Digital Libraries;Graphics;['0'];['0'];['A'];;;;;;['B'];;['0']
Mathematical Software;Digital Libraries;Information Theory;['B'];['B'];['A'];;;;;;['B'];;['0']
Mathematical Software;Digital Libraries;Machine Learning;['B'];['0'];['A'];;;;;;['B'];;['0']
Mathematical Software;Digital Libraries;Multiagent Systems;['B'];['0'];['A'];;;;;;['0'];;['0']
Mathematical Software;Digital Libraries;Networking and Internet Architecture;['0'];;;;;['0'];;['0'];['0'];['0'];
Mathematical Software;Discrete Mathematics;Distributed, Parallel, and Cluster Computing;['A'];['A'];['A'];;;;;;['A'];;['A']
Mathematical Software;Discrete Mathematics;Graphics;['A'];['A'];['A'];;;;;;['A'];;['A']
Mathematical Software;Discrete Mathematics;Human-Computer Interaction;['A'];;;;;['A'];;['A'];['A'];['A'];
Mathematical Software;Discrete Mathematics;Information Retrieval;['A'];;;;;['A'];;['A'];['A'];['A'];
Mathematical Software;Discrete Mathematics;Machine Learning;['A'];['A'];['A'];;;;;;['A'];;['A']
Mathematical Software;Discrete Mathematics;Networking and Internet Architecture;['A'];;;['A'];['A'];;['A'];;['A'];;
Mathematical Software;Discrete Mathematics;Numerical Analysis;['0'];['A'];['0'];;;;;;['A'];;['B']
Mathematical Software;Discrete Mathematics;Programming Languages;['A'];;;['A'];['A'];;['A'];;['A'];;
Mathematical Software;Distributed, Parallel, and Cluster Computing;Computation and Language;['B'];['0'];['A'];;;;;;['B'];;['0']
Mathematical Software;Distributed, Parallel, and Cluster Computing;Formal Languages and Automata Theory;['0'];;;;;['B'];;['0'];['B'];['0'];
Mathematical Software;Distributed, Parallel, and Cluster Computing;Logic in Computer Science;['0'];;;['0'];['B'];;['0'];;['B'];;
Mathematical Software;Distributed, Parallel, and Cluster Computing;Machine Learning;['B'];;;;;['B'];;['0'];['0'];['0'];
Mathematical Software;Distributed, Parallel, and Cluster Computing;Networking and Internet Architecture;['0'];['0'];['A'];;;;;;['0'];;['B']
Mathematical Software;Distributed, Parallel, and Cluster Computing;Software Engineering;['0'];['B'];['0'];;;;;;['B'];;['B']
Mathematical Software;Distributed, Parallel, and Cluster Computing;Sound;['0'];;;['0'];['0'];;['0'];;['0'];;
Mathematical Software;Distributed, Parallel, and Cluster Computing;Symbolic Computation;['0'];['B'];['A'];;;;;;['0'];;['B']
Mathematical Software;Distributed, Parallel, and Cluster Computing;Systems and Control;['0'];['B'];['A'];;;;;;['B'];;['0']
Mathematical Software;Formal Languages and Automata Theory;Computational Geometry;['B'];;;['B'];['B'];;['0'];;['B'];;
Mathematical Software;Formal Languages and Automata Theory;Graphics;['0'];['0'];['A'];;;;;;['B'];;['0']
Mathematical Software;Formal Languages and Automata Theory;Multimedia;['0'];;;;;['A'];;['0'];['A'];['0'];
Mathematical Software;Formal Languages and Automata Theory;Numerical Analysis;['B'];;;['B'];['B'];;['B'];;['B'];;
Mathematical Software;Graphics;Artificial Intelligence;['B'];['0'];['B'];;;;;;['A'];;['0']
Mathematical Software;Graphics;Computer Vision and Pattern Recognition;['0'];;;['0'];['0'];;['0'];;['A'];;
Mathematical Software;Graphics;Networking and Internet Architecture;['0'];;;['0'];['0'];;['0'];;['A'];;
Mathematical Software;Hardware Architecture;Computational Complexity;['B'];;;['0'];['B'];;['0'];;['B'];;
Mathematical Software;Hardware Architecture;Computer Science and Game Theory;['0'];;;;;['B'];;['0'];['0'];['0'];
Mathematical Software;Hardware Architecture;Digital Libraries;['0'];['0'];['B'];;;;;;['A'];;['0']
Mathematical Software;Hardware Architecture;Logic in Computer Science;['0'];;;['0'];['B'];;['0'];;['B'];;
Mathematical Software;Hardware Architecture;Networking and Internet Architecture;['0'];;;['0'];['0'];;['0'];;['0'];;
Mathematical Software;Hardware Architecture;Symbolic Computation;['B'];;;['B'];['B'];;['0'];;['B'];;
Mathematical Software;Hardware Architecture;Systems and Control;['0'];['0'];['B'];;;;;;['B'];;['0']
Mathematical Software;Human-Computer Interaction;Computation and Language;['B'];;;['0'];['0'];;['0'];;['B'];;
Mathematical Software;Human-Computer Interaction;Computational Geometry;['B'];;;;;['B'];;['B'];['B'];['B'];
Mathematical Software;Human-Computer Interaction;Graphics;['0'];;;['0'];['0'];;['0'];;['B'];;
Mathematical Software;Human-Computer Interaction;Numerical Analysis;['B'];['B'];['B'];;;;;;['B'];;['B']
Mathematical Software;Human-Computer Interaction;Sound;['0'];;;['B'];['0'];;['0'];;['0'];;
Mathematical Software;Human-Computer Interaction;Symbolic Computation;['B'];;;;;['B'];;['B'];['B'];['B'];
Mathematical Software;Human-Computer Interaction;Systems and Control;['0'];;;['0'];['0'];;['0'];;['0'];;
Mathematical Software;Information Retrieval;Networking and Internet Architecture;['0'];;;;;['A'];;['0'];['0'];['0'];
Mathematical Software;Information Retrieval;Numerical Analysis;['B'];;;['B'];['B'];;[' B'];;['B'];;
Mathematical Software;Information Theory;Cryptography and Security;['B'];;;['0'];['0'];;['0'];;['B'];;
Mathematical Software;Information Theory;Symbolic Computation;['B'];;;;;['B'];;['B'];['0'];['B'];
Mathematical Software;Information Theory;Systems and Control;['A'];['A'];['B'];;;;;;['B'];;['0']
Mathematical Software;Logic in Computer Science;Systems and Control;['0'];['A'];['B'];;;;;;['B'];;['0']
Mathematical Software;Machine Learning;Artificial Intelligence;['B'];['0'];['0'];;;;;;['B'];;['0']
Mathematical Software;Machine Learning;Computer Science and Game Theory;['A'];['B'];['0'];;;;;;['A'];;['0']
Mathematical Software;Machine Learning;Information Retrieval;['B'];;;['0'];['0'];;['0'];;['A'];;
Mathematical Software;Machine Learning;Multimedia;['0'];;;['0'];['0'];;['0'];;['A'];;
Mathematical Software;Machine Learning;Numerical Analysis;['B'];;;['B'];['B'];;['B'];;['B'];;
